Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
Choosing Neoadjuvant Chemotherapy Versus Hormonal Therapy for Breast Cancer Based on Gene Expression Profile,II,Completed,"National Institutes of Health/National Cancer Institute
Virginia Commonwealth University",Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage II; Stage III,"Breast Carcinoma In Situ; Breast Neoplasms; Carcinoma; Carcinoma in Situ; Carcinoma, Ductal, Breast; Carcinoma, Intraductal, Noninfiltrating; Carcinoma, Lobular",Canada; United States
A Pilot Clinical Trial to Evaluate the Biological Activity of 5-azacitidine on ER and PR Expression in Triple Negative Invasive Breast Cancer,II,Terminated,"National Institutes of Health/National Cancer Institute
Bristol-Myers Squibb/Celgene
USC/Norris Comprehensive Cancer Center and Hospital",Oncology: Breast,HER2 negative; Neoadjuvant; Stage I; Stage II; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"Safety Profile Assessment of TheraSphere Yttrium-90 Glass Microspheres Used for Treatment of Metastatic Liver Disease From Primary Colorectal, Neuroendocrine, Cholangiocarcinoma, Melanoma, and Breast Cancers Refractory to Chemotherapy: A Pilot Study",II,Completed,"University of California, San Francisco",Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Colorectal; Oncology: Melanoma; Oncology: Metastatic Cancer,Liver mets; Second line; Stage IV; Unresectable,Bile Duct Neoplasms; Breast Neoplasms; Cholangiocarcinoma; Cholangiocarcinoma; Colorectal Neoplasms; Liver Neoplasms; Melanoma; Neoplasm Metastasis; Neuroendocrine Tumors,United States
"A Phase II Study of Orally Administered BEZ235 Monotherapy in Patients With Hormone Receptor Positive, HER2 Negative, Metastatic Breast Cancer, With or Without PI3K Activated Pathway",II,Terminated,Novartis,Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,"Argentina; Australia; Belgium; Brazil; Canada; China; Colombia; Czech Republic; France; Germany; Greece; Hong Kong, S.A.R., China; Hungary; Italy; Japan; Netherlands; Peru; Russia; Singapore; South Africa; Spain; Sweden; Taiwan, China; Thailand; Turkey; United Kingdom; United States"
"A Phase II, Multicenter, Open-label, Randomized Trial of Gemcitabine Plus Carboplatin With or Without Iniparib in Patients With Proliferative or Less Proliferative HER2-negative, Hormone Receptor Positive (ER-positive and/or PR-positive) Metastatic Breast Cancer.",II,Terminated,Sanofi {Sanofi-Aventis/BiPar},Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,United States
Phase II Trial of Lapatinib and RAD-001 for HER2 Positive Metastatic Breast Cancer,II,Completed,"GlaxoSmithKline
Novartis
University of Kansas",Oncology: Breast,Fourth line or greater; HER2 positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
"A Phase II, Single-Arm, Feasibility Study of Dose Dense Doxorubicin and Cyclophosphamide (AC) Followed by Eribulin Mesylate for the Adjuvant Treatment of Early Stage Breast Cancer",II,Completed,Eisai,Oncology: Breast,Adjuvant; HER2 negative; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"Phase II Trial of AKT Inhibitor MK2206 in Patients With Advanced Breast Cancer Who Have Tumors With a PIK3CA Mutation, or an AKT Mutation, and/or PTEN Loss/PTEN Mutation",II,Completed,National Institutes of Health/National Cancer Institute,Oncology: Breast,Estrogen receptor positive; HER2 positive; Second line; Stage III; Stage IV,Breast Neoplasms,United States
"The BEACON Study (Breast Cancer Outcomes With NKTR-102): A Phase III Open-Label, Randomized, Multicenter Study of NKTR-102 Versus Treatment of Physician's Choice (TPC) in Patients With Locally Recurrent or Metastatic Breast Cancer Previously Treated With an Anthracycline, a Taxane and Capecitabine",III,Completed,Nektar Therapeutics,Oncology: Breast,HER2 negative; HER2 positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,Belgium; Canada; China; France; Germany; Hungary; Ireland; Israel; Italy; Netherlands; Poland; Russia; South Korea; Spain; Thailand; Turkey; United Kingdom; United States
Flaxseed Lignan as a Prevention Strategy for Pre-Menopausal Women at High Risk for Development of Breast Cancer,II,Completed,"(Other Industry Sponsor)
University of Kansas",Oncology: Breast,(N/A); Line of therapy N/A,Breast Neoplasms,United States
A Randomized Phase III Trial of Adjuvant Therapy Comparing Chemotherapy Alone (Six Cycles of Docetaxel Plus Cyclophosphamide or Four Cycles of Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel) to Chemotherapy Plus Trastuzumab in Women With Node- Positive or High-Risk Node-Negative HER2-Low Invasive Breast Cancer.,III,Completed,"National Surgical Adjuvant Breast and Bowel Project (NSABP)
National Institutes of Health/National Cancer Institute
Roche/Genentech
NRG Oncology",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Stage 0; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms,Canada; Ireland; Puerto Rico; United States
"Paclitaxel, Trastuzumab, and Pertuzumab in the Treatment of Metastatic HER2-Positive Breast Cancer.",II,Completed,"Memorial Sloan-Kettering Cancer Center
University of Pennsylvania
Roche/Genentech",Oncology: Breast,First line; HER2 positive; Second line; Stage IV,Breast Neoplasms,United States
Phase II Trial of Lapatinib in Combination With Everolimus in Triple Negative Metastatic or Locally Advanced Breast Cancer,II,Terminated,Winship Cancer Institute of Emory University,Oncology: Breast,HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"A Phase III, Randomized Clinical Trial of Standard Adjuvant Endocrine Therapy +or - Chemotherapy in Patients With 1-3 Positive Nodes, Hormone Receptor-Positive and HER2-Negative Breast Cancer With Recurrence Score (RS) of 25 or Less. RxPONDER: A Clinical Trial Rx for Positive Node, Endocrine Responsive Breast Cancer.",III,Closed,"Southwest Oncology Group
National Institutes of Health/National Cancer Institute
Susan G. Komen {Susan G. Komen Breast Cancer Research Foundation}
Breast Cancer Research Foundation",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Stage I; Stage II; Stage III,"Breast Neoplasms; Carcinoma; Carcinoma in Situ; Carcinoma, Ductal; Carcinoma, Ductal, Breast; Carcinoma, Intraductal, Noninfiltrating",Canada; Colombia; France; Ireland; Mexico; Puerto Rico; Saudi Arabia; South Korea; Spain; United States
"Phase II Trial of a Novel Paclitaxel Schedule As Single-Agent, First-Line Therapy for HER-2/neu-Negative Metastatic Breast Cancer: A Community-Based Study",II,Completed,"Bristol-Myers Squibb
US Oncology Research",Oncology: Breast,First line; HER2 negative; Stage III; Stage IV,Breast Neoplasms,United States
Tolerability of the Combination of Lapatinib and Trastuzumab in Adults Age 60 or Older With HER2 Positive Locally Advanced or Metastatic Breast Cancer,II,Completed,"GlaxoSmithKline
Novartis
City of Hope Comprehensive Cancer Center",Oncology: Breast,HER2 positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
"A Phase II, Multicenter, Single-Arm Study of Eribulin Mesylate With Trastuzumab as First-Line Therapy for Locally Recurrent or Metastatic Human Epidermal Growth Factor Receptor Two (HER2) Positive Breast Cancer",II,Completed,Eisai,Oncology: Breast,Estrogen receptor positive; First line; HER2 positive; Progesterone receptor positive; Stage III; Stage IV,Breast Neoplasms,United States
"A Phase II, Multicenter, Single-Arm Study of Single-Agent Eribulin Mesylate as First-Line Therapy for Locally Recurrent or Metastatic Human Epidermal Growth Factor Receptor Two (HER2) Negative Breast Cancer",II,Completed,Eisai,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,United States
Feasibility Study of Biomarkers of Response to Neoadjuvant Paclitaxel in Locally Advanced Breast Cancer,Other,Completed,"National Institutes of Health/National Cancer Institute
University of Wisconsin",Oncology: Breast,HER2 negative; HER2 positive; Neoadjuvant; Stage III; Triple receptor negative,Breast Neoplasms,United States
A Phase II Study of TKI258 (Dovitinib Lactate) as Salvage Therapy in Patients with Stage IV HER2-negative Inflammatory Breast Cancer (IBC) and Local or Distant Relapse,II,Completed,"Novartis
MD Anderson Cancer Center, University of Texas",Oncology: Breast,HER2 negative; Second line; Stage IV,Breast Neoplasms; Inflammatory Breast Neoplasms,United States
"A Randomized Phase II Trial Of AEZS-108 In Chemotherapy Refractory Triple Negative, LHRH-Positive Metastatic Breast Cancer",II,Terminated,Aeterna Zentaris,Oncology: Breast,HER2 negative; Second line; Stage IV; Triple receptor negative,Breast Neoplasms,Germany; United States
"A Randomized Multicenter, Double-blind, Placebo-controlled Comparison of Chemotherapy Plus Trastuzumab Plus Placebo Versus Chemotherapy Plus Trastuzumab Plus Pertuzumab as Adjuvant Therapy in Patients with Operable HER2-Positive Primary Breast Cancer 

APHINITY (Adjuvant Pertuzumab and Herceptin IN IniTial therapY of breast cancer)",III,Completed,"Breast International Group
Roche/Chugai Pharmaceutical
Roche {F. Hoffmann-La Roche}
Roche/Genentech",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 positive; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,"Argentina; Australia; Austria; Belgium; Brazil; Bulgaria; Canada; Chile; China; Colombia; Croatia; Czech Republic; Denmark; El Salvador; France; Germany; Guatemala; Hong Kong, S.A.R., China; Hungary; Ireland; Israel; Italy; Japan; Mexico; Netherlands; New Zealand; Panama; Peru; Philippines; Poland; Romania; Russia; Slovakia; Slovenia; South Africa; South Korea; Spain; Sweden; Switzerland; Taiwan, China; Thailand; Ukraine; United Kingdom; United States"
"A Phase II, Multicenter, Open-label, Randomized Trial of Docetaxel Plus Cyclophosphamide With or Without Iniparib in Patients With Metastatic ER-negative, PR-negative, and HER2-negative Breast Cancer.",II,Terminated,Sanofi {Sanofi-Aventis/BiPar},Oncology: Breast,First line; HER2 negative; Second line; Stage IV; Triple receptor negative,Breast Neoplasms,United States
Modulation of Breast Cancer Risk Biomarkers in Postmenopausal Women by High Dose Omega-3 Fatty Acids,II,Completed,GlaxoSmithKline,Oncology: Breast,(N/A); Estrogen receptor positive; Line of therapy N/A,Breast Neoplasms,United States
Modulation of Breast Cancer Risk Biomarkers in Premenopausal Women by High Dose Omega-3 Fatty Acids.,II,Completed,"University of Kansas
Breast Cancer Research Foundation",Oncology: Breast,(N/A); Estrogen receptor positive; Line of therapy N/A,Breast Neoplasms,United States
"A Phase III Pivotal, Placebo Controlled, Efficacy Study of Orazol in Patients With Breast Cancer As An Adjuvant Treatment.",III,Terminated,Merrion Pharmaceuticals,Oncology: Breast,Adjuvant; Stage II; Stage III,Breast Neoplasms,United States
"An Open-Label, Multi-Center, Expanded Access Program with Eribulin for the Treatment of Advanced Breast Cancer Refractory to All Other Commercially Available Therapies",III,Completed,Eisai,Oncology: Breast,Estrogen receptor positive; Fourth line or greater; HER2 positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,Belgium; Canada; France; United States
Phase II Trial of MK-2206 (an AKT Inhibitor) in Combination With Endocrine Therapy in Patients With Hormone Receptor Positive Breast Cancer,II,Terminated,Vanderbilt-Ingram Cancer Center,Oncology: Breast,Estrogen receptor positive; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,United States
"A Non-Interventional Study With Aromasin As Adjuvant Treatment In Postmenopausal Women With Invasive, Estrogen Receptor Positive Early Breast Cancer Who Are Disease-Free After 2-3 Years Of Initial Adjuvant Tamoxifen Therapy",IV,Terminated,Pfizer,Oncology: Breast,Adjuvant; Estrogen receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,Croatia; Estonia; United States
"An Open Label, Randomized, Phase II Trial of Abraxane (Paclitaxel Albumin-Bound Particles for Injectable Suspension), With or Without Tigatuzumab (a Humanized Monoclonal Antibody Targeting Death Receptor 5) in Patients With Metastatic, Triple Negative (ER, PR, and HER-2 Negative) Breast Cancer",II,Completed,"(Other Cooperative Group)
University of Alabama, Birmingham
Susan G. Komen {Susan G. Komen Breast Cancer Research Foundation}
Daiichi Sankyo",Oncology: Breast,First line; HER2 negative; Second line; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"A Two-Part Adaptive, Randomized Trial of Ridaforolimus in Combination With Dalotuzumab Compared to Exemestane or Compared to Ridaforolimus or Dalotuzumab Monotherapy in Estrogen Receptor Positive Breast Cancer Patients",II,Terminated,Merck & Co./Merck Sharp & Dohme (MSD),Oncology: Breast,Estrogen receptor positive; HER2 negative; Second line; Stage III; Stage IV,Breast Neoplasms,"Belgium; Brazil; Canada; Colombia; Denmark; France; Germany; Ireland; Israel; Italy; Peru; South Korea; Spain; Sweden; Taiwan, China; United Kingdom; United States"
"An Open-Label, Multicenter, Randomized Phase II Study Evaluating the Safety and Efficacy of Ramucirumab (IMC-1121B) Drug Product or Icrucumab (IMC-18F1) in Combination With Capecitabine or Capecitabine Monotherapy, in Unresectable, Locally Advanced or Metastatic Breast Cancer Patients Previously Treated With Anthracycline and Taxane Therapy",II,Completed,Eli Lilly,Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,Breast Neoplasms,Canada; United States
A Randomized Phase II Study of AFP464 + or - Faslodex in ER Positive Breast Cancer Patients Who Had Progressed on Aromatase Inhibitor (AI) Therapy,II,Terminated,Kirax Corporation {Tigris Pharmaceuticals},Oncology: Breast,(N/A); Estrogen receptor positive; Second line,Breast Neoplasms,United States
"Phase II Open Label Study of RAD001 (Everolimus) in Combination With Letrozole in the Treatment of Postmenopausal Women With Locally Advanced or Metastatic, Estrogen Receptor Positive Breast Cancer, After Failure of Tamoxifen and/or Anastrozole and/or Letrozole and/or Fulvestrant and/or Exemestane",IV,Completed,Novartis,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Progesterone receptor positive; Stage III; Stage IV,Breast Neoplasms,Israel; United States
"Cyclophosphamide and Docetaxel Every 3 Weeks as Neoadjuvant Therapy in Locally Advanced Breast Cancer, A Collaborative Trial",II,Terminated,(Other Hospital/Academic/Medical Center),Oncology: Breast,First line; HER2 negative; Neoadjuvant; Stage II; Stage III,Breast Neoplasms,United States
"A Phase III Randomized, Placebo-Controlled Trial of Carboplatin and Paclitaxel With or Without the PARP Inhibitor Veliparib (ABT-888) in HER 2 - Negative Metastatic or Locally Advanced Unresectable BRCA-Associated Breast Cancer.",III,Completed,AbbVie,Oncology: Breast,BRCA; First line; HER2 negative; Second line; Stage III; Stage IV,Breast Neoplasms,"Argentina; Australia; Austria; Belarus; Belgium; Canada; Chile; Colombia; Czech Republic; Denmark; Estonia; Finland; France; Germany; Hungary; Israel; Italy; Japan; Latvia; Lithuania; Mexico; Netherlands; Norway; Poland; Portugal; Puerto Rico; Romania; Russia; Singapore; South Africa; South Korea; Spain; Sweden; Taiwan, China; Turkey; Ukraine; United Kingdom; United States"
"Phase II Clinical Trial of Neoadjuvant Weekly Doxorubicin, Polyglutamate Paclitaxel, Capecitabine and Metronomic Chemotherapy in Breast Cancer",II,Terminated,"University of Southern California
CTI BioPharma {Cell Therapeutics}",Oncology: Breast,(N/A); Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive,Breast Neoplasms,United States
Vitamin D and Breast Cancer Biomarkers,Other,Completed,"National Institutes of Health/National Cancer Institute
Alliance for Clinical Trials in Oncology",Oncology: Breast,(N/A); Line of therapy N/A,Breast Neoplasms,United States
A Phase II Study of BMS-754807 Combined With Letrozole or BMS-754807 Alone in Hormone Receptor-Positive Breast Cancer Subjects With Acquired Resistance to Non-Steroidal Aromatase Inhibitors.,II,Terminated,"Bristol-Myers Squibb
National Institutes of Health
Mayo Clinic",Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,United States
A Phase II Study of Tesetaxel as First-line Therapy for Subjects With Metastatic Breast Cancer,II,Completed,Genta,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Neoadjuvant; NRAS; Progesterone receptor positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,United States
Double-Blind Randomized 12-Month Soy Intervention Had No Effects On Breast MRI Fibroglandular Tissue Density Or Mammographic Density,II,Completed,"(Other Cooperative Group)
National Institutes of Health/National Cancer Institute
University of Southern California",Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; HER2 positive; Progesterone receptor positive; Stage 0; Stage I; Stage II; Stage III,"Breast Carcinoma In Situ; Breast Neoplasms; Carcinoma; Carcinoma in Situ; Carcinoma, Ductal, Breast; Carcinoma, Intraductal, Noninfiltrating; Carcinoma, Lobular",United States
Subcutaneous Testosterone-Anastrozole Implant Therapy in Breast Cancer Survivors.,II,Completed,(Other Academic Cancer Center),Oncology: Breast,(N/A); Line of therapy N/A,Breast Neoplasms,United States
A Phase II Study of Photodynamic Compounds Activated by a Theralase Laser for the Treatment of Cancer,II,Completed,"(Other Hospital/Academic/Medical Center)
Theralase",Oncology: Breast,(N/A); Line of therapy N/A,Breast Neoplasms,Canada; United States
A Phase III Randomized Study of CVac in Patients with Advanced Breast Cancer,III,Terminated,Immutep {Prima BioMed},Oncology: Breast,Line of therapy N/A; Stage III; Stage IV,Breast Neoplasms,Australia; United States
"A Phase II Study of Abraxane and Carboplatin as First-line Treatment for ""Triple Negative"" (Demonstrating no Expression for Estrogen, Progesterone, or Human Epidermal Growth Factor Receptor 2 (HER2)Receptors) Metastatic Breast Cancer",II,Terminated,"Bristol-Myers Squibb/Celgene
Duke University Medical Center",Oncology: Breast,First line; HER2 negative; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,China; United States
"A Phase II Trial of Endocrine Therapy in Combination With OSI-906 (an IGF-1R Inhibitor) and Erlotinib (Tarceva, an EGFR Inhibitor) in Patients With Hormone-sensitive Metastatic Breast Cancer",II,Terminated,"Vanderbilt-Ingram Cancer Center
Astellas Pharma {OSI Pharmaceuticals}",Oncology: Breast,Estrogen receptor positive; HER2 positive; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,United States
An Open-Label Study to Evaluate the Effects of Ketoconazole and the Effects of Esomeprazole on the Pharmacokinetics of Orally Administered Repeat Doses of Pazopanib in Subjects With Solid Tumor Malignancies,IV,Completed,GlaxoSmithKline,"Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Renal; Oncology: Soft Tissue Sarcoma; Oncology: Thyroid",(N/A); First line; Locally advanced; Metastatic; Pulmonary; Recurrent; Second line; Stage III; Stage IV; Untreated,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Small Cell; Colorectal Neoplasms; Fibrosarcoma; Head and Neck Neoplasms; Kidney Neoplasms; Leiomyosarcoma; Liposarcoma; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Rhabdomyosarcoma; Sarcoma; Small Cell Lung Carcinoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma; Thyroid Neoplasms; Unspecified; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
Randomized Pivotal Trial to Assess the Safety and Efficacy of Preoperative Focused Microwave Thermotherapy Plus Preoperative Chemotherapy Versus Preoperative Chemotherapy Alone for Cytoreduction of Large Breast Cancer in Female Patients With Intact Breast,III,Completed,(Other Industry Sponsor),Oncology: Breast,Adjuvant; Neoadjuvant; Second line; Stage 0; Stage II; Stage III; Stage IV,Breast Neoplasms,Canada; United States
"A Multicenter, Multinational Phase II Study to Assess the Clinical Safety and Feasibility of Trastuzumab Emtansine Sequentially With Anthracycline-based Chemotherapy, as Adjuvant or Neoadjuvant Therapy for Patients With Early Stage HER2-positive Breast Cancer",II,Completed,Roche {F. Hoffmann-La Roche},Oncology: Breast,Adjuvant; HER2 positive; Neoadjuvant; Stage I; Stage II; Stage III,Breast Neoplasms,Belgium; France; Germany; Italy; Poland; Russia; South Korea; Spain; Switzerland; United States
Low-Dose Tamoxifen for Radiation-Induced Breast Cancer Risk Reduction: A Phase IIB Randomized  Placebo-Controlled Trial,II,Completed,"MD Anderson Cancer Center, University of Texas
National Institutes of Health/National Cancer Institute
Comprehensive Cancer Center of Wake Forest University
University of Chicago Cancer Research Center
St. Jude Children's Research Hospital
Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute
City of Hope Comprehensive Cancer Center
University of Alabama, Birmingham
University of Washington
Mayo Clinic
(Other Hospital/Academic/Medical Center)
University of Colorado
University Health Network, Toronto
University of Minnesota","Oncology: Breast; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's",Aggressive; Classical; Indolent; Line of therapy N/A; Nodular lymphocyte-predominant; Stage 0,"Breast Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin",Canada; United States
"Phase II Neoadjuvant Trial of Sorafenib in Combination With Cisplatin Followed by Dose Dense Paclitaxel for ER-, PR-, Her2- (Triple Negative) Early-Stage Breast Cancer",II,Terminated,"Bayer AG/Bayer Pharmaceuticals
Winship Cancer Institute of Emory University
Amgen {Onyx Pharmaceuticals}",Oncology: Breast,HER2 negative; Neoadjuvant; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms,United States
A Multi-Institutional Phase II Study Evaluating Surrogate Biomarkers of Response to Short Term Oral Vorinostat and Tamoxifen in Women With Newly Diagnosed Breast Cancer,II,Terminated,"Merck & Co.
Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins {Johns Hopkins Oncology Center}",Oncology: Breast,Neoadjuvant; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"A Phase II, Single Arm, Open Label Study to Evaluate the Efficacy and Safety of Trastuzumab and Vinorelbine in Advanced Breast Cancer Patients With HER2 Negative Primary Tumors and HER2 Positive Circulating Tumor Cells",II,Terminated,"Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute
Beth Israel Deaconess Medical Center
Massachusetts General Hospital
Brigham and Womens Hospital
Roche/Genentech",Oncology: Breast,HER2 negative; Second line; Stage IV,Breast Neoplasms,United States
"A Comparative, Multicenter, Open-Label, Randomized, Phase II Study of the Safety and Antitumor Activity of Oral Eniluracil + 5 Fluorouracil + Leucovorin Versus Capecitabine Monotherapy in Subjects With Metastatic Breast Cancer",II,Completed,Fennec Pharmaceuticals {Adherex Technologies},Oncology: Breast,First line; Second line; Stage IV,Breast Neoplasms,Russia; United States
Intra-arterial Y-90 TheraSpheres for Hepatic Metastases From Solid Tumors,II,Completed,"Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins {Johns Hopkins Oncology Center}
Yale University",Oncology: Breast; Oncology: Colorectal; Oncology: Metastatic Cancer; Oncology: Neuroendocrine; Oncology: Unspecified Solid Tumor,Liver mets; Metastatic; Second line; Stage IV; Unspecified,"Breast Neoplasms; Colorectal Neoplasms; Liver Neoplasms; Neoplasm Metastasis; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors",United States
"A Phase II Study Using Short-Term Cultured, Autologous Tumor-Infiltrating Lymphocytes Following a Lymphodepleting Regimen in Metastatic Cancers Plus the Administration of Pembrolizumab",II,Open,National Institutes of Health/National Cancer Institute,"Oncology: Bladder; Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Liver; Oncology: Ovarian; Oncology: Pancreas; Oncology: Renal",Estrogen receptor positive; HER2 negative; Second line; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Renal Cell; Colorectal Neoplasms; Endocrine Gland Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Glioblastoma; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Neoplasm Metastasis; Neoplasms; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
"A Phase II, Double-Blind, Placebo Controlled, Randomized Study of GDC-0941 or GDC-0980 With Fulvestrant Versus Fulvestrant in Advanced or Metastatic Breast Cancer in Patients Resistant to Aromatase Inhibitor Therapy",II,Completed,Roche/Genentech,Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,"Argentina; Australia; Belgium; Brazil; Canada; Chile; Czech Republic; Denmark; France; Germany; Hong Kong, S.A.R., China; Hungary; Israel; Italy; Malaysia; Mexico; New Zealand; Peru; Russia; Singapore; South Korea; Spain; Taiwan, China; Thailand; Ukraine; United Kingdom; United States"
"A Randomized, Phase II, Multicenter, Double-blind, Placebo-controlled Study Evaluating the Safety and Efficacy of Onartuzumab (Metmab) And/Or Bevacizumab in Combination With Paclitaxel in Patients With Metastatic, Triple Negative Breast Cancer",II,Completed,Roche/Genentech,Oncology: Breast,First line; HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,Belgium; Denmark; France; Germany; Spain; United Kingdom; United States
Effect of Neoadjuvant Platinum-based Chemoradiation Therapy for Locally Advanced Triple Negative Breast Cancer: Clinical Outcome and Correlation to Biological Parameters,II,Terminated,Washington University School of Medicine,Oncology: Breast,Adjuvant; HER2 negative; Neoadjuvant; Stage II; Stage III; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
Surgical Cytoreduction Followed by Intraoperative Intrathoracic Hyperthermic Chemotherapy Perfusion for the Management of Disseminated Pleural Malignancies.,II,Completed,(Other Hospital/Academic/Medical Center),Oncology: Breast; Oncology: Colorectal; Oncology: Metastatic Cancer; Oncology: Ovarian; Oncology: Renal; Oncology: Thymus,Adjuvant; Other mets; Stage IV; Thymic carcinoma,"Breast Neoplasms; Carcinoma, Renal Cell; Colorectal Neoplasms; Kidney Neoplasms; Neoplasm Metastasis; Ovarian Cancer; Ovarian Neoplasms; Pleural Neoplasms; Renal Cancer; Thymus Neoplasms; Uterine Neoplasms; Wilms Tumor",United States
Modulation of Breast Cancer Risk Biomarkers by High Dose Vitamin D,Other,Completed,(Other Industry Sponsor),Oncology: Breast,Estrogen receptor positive; Second line; Stage 0,Breast Neoplasms,United States
A Phase II Neoadjuvant Study of RAD001 (Everolimus) in Combination With Paclitaxel and Trastuzumab For Operable HER2 Positive Breast Cancer,II,Terminated,"Novartis
University of Kansas",Oncology: Breast,HER2 positive; Neoadjuvant; Stage I; Stage II; Stage III,Breast Neoplasms,United States
