Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
Secondary Brain Metastases Prevention After Isolated Intracranial Progression on Trastuzumab/Pertuzumab or T-DM1 In Patients With Advanced Human Epidermal Growth Factor Receptor 2+ Breast Cancer with The Addition of Tucatinib,II,Open,Seagen,Oncology: Breast,Adjuvant; First line; HER2 positive; Second line; Stage III; Stage IV,"Brain Neoplasms; Breast Neoplasms; Neoplasm Metastasis; Neoplasms, Second Primary",United States
"Phase II Trial of Fulvestrant Plus Abemaciclib With or Without Run-in of Fulvestrant in Er-Positive, Her2-Negative Metastatic Breast Cancer After Failure of a CDK4/6 Inhibitor In Combination With an Aromatase Inhibitor",II,Open,"Eli Lilly
(Other Hospital/Academic/Medical Center);",Oncology: Breast,HER2 negative; Second line; Stage IV,Breast Neoplasms,United States
"A Phase III, Randomized, Open-Label, Multicenter Study Evaluating the Efficacy and Safety of Giredestrant Plus Everolimus Compared With The Physician's Choice of Endocrine Therapy Plus Everolimus in Patients With Estrogen Receptor-Positive, HER2-Negative, Locally Advanced or Metastatic Breast Cancer",III,Open,Roche;Genentech;,Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Second line; Stage II; Stage III; Stage IV,Breast Neoplasms,Japan; Spain; United Kingdom; United States
A Phase IIa Study Assessing QBS72S For Treating Brain Metastases of Triple Negative Breast Cancer,II,Open,(Other Hospital/Academic/Medical Center);,Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; HER2 negative; Second line; Stage I; Stage II; Triple receptor negative,Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis; Triple Negative Breast Neoplasms,United States
"A Phase III, Randomized, Open-Label Study Evaluating the Efficacy and Safety of Giredestrant in Combination With Phesgo Versus Phesgo After Induction Therapy With Phesgo + Taxane in Patients With Previously Untreated HER2-Positive, Estrogen Receptor-Positive Locally-Advanced or Metastatic Breast Cancer",III,Open,Roche; {F. Hoffmann-La Roche;},Oncology: Breast,Estrogen receptor positive; First line; HER2 positive; Maintenance/Consolidation; Stage III; Stage IV,Breast Neoplasms,"Argentina; Belgium; Brazil; China; Colombia; Germany; Hungary; India; Italy; Kenya; Mexico; Poland; Portugal; Russia; South Korea; Spain; Taiwan, China; Thailand; Turkey; Uganda; Ukraine; United Kingdom; United States"
A Study of Adjuvant Chemoradiation and Biomarkers of Response in High-risk Breast Cancer,II/III,Open,University of Virginia,Oncology: Breast,Adjuvant; HER2 negative; HER2 positive; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"A Phase II study of THIO and a Checkpoint Inhibitor in Patients with Colorectal, Hepatocellular, Small Cell Lung Cancer",II,Planned,MAIA Biotechnology,"Oncology: Breast; Oncology: Colorectal; Oncology: Gastric; Oncology: Liver; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Prostate; Oncology: Unspecified Solid Tumor",(N/A); Line of therapy N/A; Pulmonary,Breast Neoplasms; Colorectal Neoplasms; Liver Neoplasms; Neuroendocrine Tumors; Ovarian Neoplasms; Prostatic Neoplasms; Small Cell Lung Carcinoma; Stomach Neoplasms,United States
A Registration Study of  Bria-IMT™ in Combination with retifanlimab in Patients with Third line Advanced Breast Cancer,III,Planned,BriaCell,Oncology: Breast,Stage III; Stage IV; Third line,Breast Neoplasms; Neoplasms,United States
"A phase I B/2, open-label, multicenter, dose escalation and dose expansion study to evaluate the safety, tolerability, pharmacokinetics, pharmacodynamics, and antitumor activity of PF-07220060 in combination with PF-07104091 plus endocrine therapy in participants with advanced solid tumors",II,Open,Pfizer;,Oncology: Breast; Oncology: Unspecified Solid Tumor,Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV,"Breast Neoplasms; Neoplasms, Unknown Primary",Argentina; Brazil; Bulgaria; China; Czech Republic; Mexico; South Africa; Spain; United States
Serial Measurements of Molecular and Architectural Responses to Therapy (SMMART) Trial: Adaptive Clinical Treatment (ACT),II,Planned,"Oregon Health and Science University
Roche;Genentech;",Oncology: Breast; Oncology: Ovarian; Oncology: Unspecified Solid Tumor,Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma; Carcinoma, Ovarian Epithelial; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms",United States
Correlation of Molecular Markers With Response to Therapy and Breast Cancer Behavior,Other,Open,"National Institutes of Health/National Cancer Institute;
UNC Lineberger Comprehensive Cancer Center",Oncology: Breast,Adjuvant; First line; Neoadjuvant; Stage II; Stage III; Stage IV,Breast Neoplasms,United States
"AIPAC-003 (Active Immunotherapy and PAClitaxel): A Randomized, Double-blind, Placebo-controlled Phase III Trial Testing Eftilagimod Alpha (Soluble LAG-3) in HER2-neg/Low Metastatic Breast Cancer Patients Receiving Paclitaxel, Following an Open-label Dose Optimization",II/III,Open,Immutep {Prima Biomed/Immutep},Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,Belgium; Bulgaria; Czech Republic; Germany; Italy; Netherlands; Poland; Romania; Spain; United States
Phase II of Neoadjuvant Olaparib in Combination With Pembrolizumab in Patients With Triple Negative Breast Cancer (TNBC) or Hormone Receptor-positive HER2-negative Breast Cancer and Germline Mutations in DNA Damage Repair Genes,II,Open,"Memorial Sloan-Kettering Cancer Center
Merck & Co./Merck Sharp & Dohme (MSD)",Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage II; Stage III; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
Phase IV Single-arm Pharmacokinetic Study of Skeletal Muscle Area-based Paclitaxel Infusion in Patients With Breast Cancer,IV,Open,University of Michigan Comprehensive Cancer Center,Oncology: Breast,Line of therapy N/A; Stage I; Stage II; Stage III,Breast Neoplasms,United States
Human Pilot Studies To Evaluate Fulvestrant For the Treatment of HR+/HER- Advanced Breast Cancer,II,Planned,Eagle Pharmaceuticals,Oncology: Breast,Estrogen receptor positive; HER2 negative; Line of therapy N/A; Progesterone receptor positive; Stage III; Stage IV,Breast Neoplasms,United States
Enhancing Immunotherapy by Targeting the EGFR Pathway in Inflammatory Breast Cancer: A Phase II Study of Panitumumab (PmAb) and Pembrolizumab (Pembro) in Combination With Neoadjuvant Chemotherapy (NAC) in Patients With Newly Diagnosed Triple Negative Inflammatory Breast Cancer (TN-IBC),II,Open,"MD Anderson Cancer Center University of Texas;
National Institutes of Health/National Cancer Institute;",Oncology: Breast,HER2 negative; Neoadjuvant; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Carcinoma; Inflammatory Breast Neoplasms,United States
"A Phase III, Open-label, Randomised Study of Datopotamab Deruxtecan (Dato-DXd) Versus Investigator's Choice of Chemotherapy in Patients Who Are Not Candidates for PD-1/PD-L1 Inhibitor Therapy in First-line Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION Breast02)",III,Open,"AstraZeneca;
Daiichi Sankyo",Oncology: Breast,First line; HER2 negative; PD-L1 Positive; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,"Argentina; Belgium; Brazil; Canada; China; France; Germany; Hungary; India; Italy; Japan; Mexico; Philippines; Poland; Russia; Singapore; South Africa; South Korea; Spain; Taiwan, China; Thailand; Turkey; United Kingdom; United States"
"postMONARCH: A Randomized, Double Blind, Placebo-Controlled, Phase lll Study to Compare the Efficacy of Abemaciclib Plus Fulvestrant to Placebo Plus Fulvestrant in Participants With HR+, HER2-, Advanced or Metastatic Breast Cancer Following Progression on a CDK4 & 6 Inhibitor and Endocrine Therapy",III,Open,Eli Lilly,Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms; Neoplasm Metastasis; Neoplasms,"Argentina; Australia; Belgium; China; Czech Republic; Denmark; France; Greece; Hungary; Israel; Italy; Mexico; Poland; Russia; South Korea; Spain; Sweden; Taiwan, China; Turkey; United States"
A Post-trial Access Roll-over Study to Allow Access to Ribociclib (LEE011) for Patients Who Are on Ribociclib Treatment in Novartis;-sponsored Study,IV,Open,Novartis;,Oncology: Breast,HER2 negative; Line of therapy N/A; Stage IV,Breast Neoplasms,"Australia; Brazil; Colombia; France; Germany; Greece; Hong Kong, S.A.R., China; Italy; Japan; Mexico; Poland; Portugal; Singapore; South Africa; South Korea; Spain; Taiwan, China; Thailand; Turkey; United States; Vietnam"
"Phase II Study of Neoadjuvant Endocrine Therapy in ER-positive, HER2-negative Early Stage Breast Cancer",II,Open,University of Kentucky,Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Stage I; Stage II,Breast Neoplasms,United States
Phase II Trial of Autologous Rapamycin-Resistant Th1/Tc1 (RAPA-201) Cell Therapy of PD-(L)1 Resistant Solid Tumors,II,Open,Rapa Therapeutics,"Oncology: Bladder; Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Unspecified Cancer; Oncology: Unspecified Solid Tumor",ALK; BRAF; BRCA; EGFR; HER2 negative; Pulmonary; Second line; Third line; Triple receptor negative,"Adenocarcinoma; Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Small Cell; Carcinoma, Squamous Cell; Esophageal Cancer; Esophageal Neoplasms; Esophageal Squamous Cell Carcinoma; Head and Neck Neoplasms; Melanoma; Nasopharyngeal Carcinoma; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Small Cell Lung Carcinoma; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms",United States
Expanded Access Protocol for Subjects Previously Treated With Gedatolisib in a Celcuity-Sponsored Clinical Study (B2151009),III,Open,Celcuity,Oncology: Breast,(N/A); Line of therapy N/A,Breast Neoplasms; Neoplasms,United States
"A Randomized, Double-blind, Phase III Study of Tucatinib or Placebo in Combination With Trastuzumab and Pertuzumab as Maintenance Therapy for Metastatic HER2+ Breast Cancer (HER2CLIMB-05).",III,Open,"Merck & Co./Merck Sharp & Dohme (MSD)
Seagen",Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; Estrogen receptor positive; First line; HER2 positive; Maintenance/Consolidation; Progesterone receptor positive; Stage III; Stage IV,Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis,"Australia; Austria; Belgium; Brazil; Canada; China; Czech Republic; Finland; France; Germany; Greece; Italy; Japan; Poland; Portugal; Russia; South Korea; Spain; Switzerland; Taiwan, China; United Kingdom; United States"
"Phase III, Open-Label, Randomized, Study Comparing Gedatolisib Combined With Fulvestrant & With or Without Palbociclib to Standard-of-Care Therapies in Patients With HR-Positive, HER2-Negative Advanced Breast Cancer Previously Treated With a CDK4/6 Inhibitor in Combination w/Non-Steroidal Aromatase Inhibitor Therapy",III,Open,Celcuity,Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,"Argentina; Australia; Austria; Belgium; Brazil; Bulgaria; China; Czech Republic; France; Greece; Hungary; India; Mexico; Poland; Romania; Singapore; South Korea; Spain; Taiwan, China; United States"
A Phase II Multi-center Open-label Basket Trial of ABI-009 (Nab Sirolimus) for Adult and Adolescent Patients With Solid Tumors Harboring Pathogenic Inactivating Alterations in TSC1 or TSC2 Genes,II,Open,Aadi Bioscience,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Renal; Oncology: Soft Tissue Sarcoma; Oncology: Thyroid; Oncology: Unspecified Solid Tumor",(N/A); Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Fibrosarcoma; Kidney Neoplasms; Leiomyosarcoma; Liposarcoma; Liver Neoplasms; Melanoma; Neoplasm Metastasis; Neoplasms; Neoplasms, Unknown Primary; Ovarian Neoplasms; Pancreatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Stomach Neoplasms; Synovial Sarcoma; Thyroid Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",Puerto Rico; United States
"An Umbrella, Randomized, Controlled, Pre-Operative Trial Testing Integrative Subtype-Targeted Therapeutics in Hormone Receptor-Positive, HER2-Negative Breast Cancer",II,Open,"Stanford University Medical Center
(Other government agency)",Oncology: Breast,(N/A); Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive,Breast Neoplasms,United States
"A Randomized, Open-label, Phase III Study of Sacituzumab Govitecan and Pembrolizumab Versus Treatment of Physician's Choice and Pembrolizumab in Patients With Previously Untreated, Locally Advanced Inoperable or Metastatic Triple-Negative Breast Cancer, Whose Tumors Express PD-L1",III,Open,"Gilead Sciences;
Merck & Co./Merck Sharp & Dohme (MSD)",Oncology: Breast,First line; HER2 negative; PD-L1 Positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,"Argentina; Australia; Austria; Belgium; Brazil; Canada; Chile; Czech Republic; France; Germany; Hong Kong, S.A.R., China; Hungary; Israel; Italy; Japan; Mexico; Netherlands; Peru; Poland; Puerto Rico; South Africa; South Korea; Spain; Switzerland; Taiwan, China; Turkey; United Kingdom; United States"
"Phase II Study of PI3K Inhibitor Copanlisib in Combination With Fulvestrant in Selected ER+ and/or PR+ Cancers With PI3K (PIK3CA, PIK3R1) and/or PTEN Alterations",II,Open,"MD Anderson Cancer Center University of Texas;
Bayer AG",Oncology: Breast; Oncology: Endometrial; Oncology: Ovarian,Estrogen receptor positive; Progesterone receptor positive; Second line; Stage I; Stage II; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Endometrioid; Endometrial Neoplasms; Ovarian Cancer; Ovarian Neoplasms",United States
Phase 2 Randomized Control Trial of Evexomostat (SDX-7320) in Combination With Eribulin for Patients With Metastatic Triple-Negative Breast Cancer and Metabolic Dysfunction: The ARETHA Study,II,Open,"Memorial Sloan-Kettering Cancer Center
SynDevRx",Oncology: Breast,(N/A); HER2 negative; Second line; Third line; Triple receptor negative,Breast Neoplasms,United States
A Phase II Clinical Trial Assessing the Safety of Neoadjuvant Palbociclib in Combination With Endocrine Therapy for Post and Pre-menopausal Patients With Early Stage Hormone Receptor Positive and Her-2/Neu Negative Breast Cancer,II,Open,University of Nebraska Medical Center,Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage II; Stage III,Breast Neoplasms,United States
"Phase II Study of Pembrolizumab in Combination With Lenvatinib in Patients With TNBC, NSCLC, and Other Tumor Types and Brain Metastases",II,Open,"Eisai
(Other Hospital/Academic/Medical Center);","Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Metastatic Cancer; Oncology: Renal",CNS mets; HER2 negative; Line of therapy N/A; Stage IV; Triple receptor negative,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Central Nervous System Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Kidney Neoplasms; Neoplasm Metastasis; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Wilms Tumor",United States
"An International, Randomized, Phase III, Multicenter, Open-Label Study of Kisqali (ribociclib) versus Ibrance (palbociclib), both in combination with Endocrine Therapy, in Patients with Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-negative (HR+/HER2-) Advanced or Metastatic Breast Cancer with a HER2-enriched (HER2E) intrinsic subtype",III,Open,"Novartis;
(Other Cooperative Group);",Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,Portugal; Spain; United States
The Gut Microbiome and Immune Checkpoint Inhibitor Therapy in Solid Tumors,IV,Open,VastBiome,"Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Renal",HER2 negative; Line of therapy N/A; Stage I; Stage II; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Kidney Neoplasms; Melanoma; Renal Cancer; Triple Negative Breast Neoplasms; Wilms Tumor",United States
A Phase II Single-Arm Open-Label Pilot Trial Evaluating Zanidatamab (ZW25) in Patients With Early Stage HER2/Neu Positive (HER2+) Breast Cancer (BC),II,Open,"MD Anderson Cancer Center University of Texas;
Zymeworks",Oncology: Breast,Estrogen receptor positive; HER2 positive; Neoadjuvant; Stage I; Stage II,Breast Neoplasms,United States
"Time Restricted Eating And Metformin (TEAM) in Invasive Breast Cancer (IBC) or Ductal Carcinoma in Situ (DCIS). A Randomized, Phase IIb, Window of Opportunity Presurgical Trial.",II,Open,National Cancer Research Institute,Oncology: Breast,Estrogen receptor positive; HER2 positive; Neoadjuvant; Progesterone receptor positive; Stage 0; Stage I; Stage II; Stage III; Stage IV,"Breast Neoplasms; Carcinoma; Carcinoma in Situ; Carcinoma, Ductal; Carcinoma, Ductal, Breast; Carcinoma, Intraductal, Noninfiltrating",Italy; United States
"Alpelisib, Fulvestrant and Dapagliflozin for the Treatment of HR+, HER2 -, PIK3CA Mutant Metastatic Breast Cancer",II,Open,"Novartis;
(Other Hospital/Academic/Medical Center);",Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,United States
A Phase II Study of Tazemetostat in Solid Tumors Harboring an ARID1A Mutation,II,Open,"Ipsen
Ipsen {Epizyme}
Prisma Health/Prisma Health-Upstate","Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Pancreas; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Cholangiocarcinoma; Liver Cancer; Liver Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms",United States
A Phase II Trial to Correlate Early Clinical Response to Pathologic Outcome With Neoadjuvant Systemic Therapy in Patients With Early Stage Breast Cancer,II,Open,(Other Hospital/Academic/Medical Center);,Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Neoadjuvant; Stage II; Stage III; Triple receptor negative,Breast Neoplasms; Neoplasms; Triple Negative Breast Neoplasms,United States
A Phase II Study of Palliative Radiation in Combination With Pembrolizumab in Subjects With Unresectable Metastatic Stage IV Breast Cancer: Twisted Pink,II,Open,"University of Louisville
(Other Hospital/Academic/Medical Center);",Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage IV; Third line; Triple receptor negative,Breast Neoplasms,United States
Genomically Guided Phase II Study to Evaluate the Clinical Benefit of Niraparib in Tumors Metastatic to the CNS,II,Open,"GlaxoSmithKline
Massachusetts General Hospital",Oncology: Breast; Oncology: Metastatic Cancer; Oncology: Ovarian; Oncology: Unspecified Solid Tumor,BRCA; CNS mets; HER2 negative; Second line; Stage IV; Triple receptor negative,"Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis; Neoplasms, Unknown Primary; Nervous System Neoplasms; Ovarian Cancer; Ovarian Neoplasms",United States
"A Multicenter, Open-label, Phase II Basket Study of MK-7684A, a Co-formation of Vibostolimab (MK-7684) With Pembrolizumab (MK-3475), With or Without Other Anticancer Therapies in Participants With Selected Solid Tumors",II,Open,Merck & Co./Merck Sharp & Dohme (MSD),Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Cervical; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gallbladder; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Ovarian,Adenocarcinoma; First line; HER2 negative; Intrahepatic; Second line; Squamous Cell; Stage III; Stage IV; Third line; Triple receptor negative; Unresectable; Untreated,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Cholangiocarcinoma; Cholangiocarcinoma; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Gallbladder Neoplasms; Head and Neck Neoplasms; Liver Cancer; Liver Neoplasms; Neoplasms; Ovarian Neoplasms; Squamous Cell Carcinoma of Head and Neck; Stomach Neoplasms; Triple Negative Breast Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms","Canada; Chile; Colombia; France; Germany; Israel; Italy; Japan; Netherlands; Poland; South Korea; Spain; Taiwan, China; Turkey; United States"
"A Phase III, Randomized, Open-label, Multicenter Study of Arv-471(PF-07850327) plus Palbociclib Versus Letrozole plus Palbociclib for the Treatment of Participants with Estrogen Receptor-positive, Her2-negative Breast Cancer Who Have Not Received Any Prior Systemic Anti-cancer Treatment for Advanced Disease (VERITAC-3)",III,Open,"Pfizer;
Arvinas;",Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Stage III; Stage IV,Breast Neoplasms,United States
An Open-Label Phase II Trial of Neratinib Plus Capecitabine in Subjects With HER2-Negative Metastatic Breast Cancer With Brain Metastases and Abnormally Active HER2 Signaling,II,Open,University of Roche;ster,Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; Estrogen receptor positive; HER2 negative; Second line; Stage IV; Triple receptor negative,Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis,United States
"A Phase III, Double-blind, Randomised Study to Assess Switching to AZD9833 (a Next Generation, Oral SERD) + CDK4/6 Inhibitor (Palbociclib or Abemaciclib) vs Continuing Aromatase Inhibitor (Letrozole or Anastrozole)+ CDK4/6 Inhibitor in HR+/HER2-MBC Patients With Detectable ESR1Mutation Without Disease Progression During 1L Treatment With Aromatase Inhibitor+ CDK4/6 Inhibitor- A ctDNA Guided Early Switch Study",III,Open,AstraZeneca;,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Progesterone receptor positive; Stage IV,Breast Neoplasms; Disease Progression,"Australia; Austria; Belgium; Bulgaria; Canada; France; Germany; Hungary; Italy; Japan; Norway; Poland; Portugal; Russia; Slovakia; South Korea; Spain; Switzerland; Taiwan, China; Turkey; United Kingdom; United States"
"A Phase III, Randomized, Open-Label, Multicenter Study Evaluating the Efficacy and Safety of Adjuvant Giredestrant Compared With Physician's Choice of Adjuvant Endocrine Monotherapy in Patients With Estrogen Receptor-Positive, HER2-Negative Early Breast Cancer",III,Open,Roche; {F. Hoffmann-La Roche;},Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Stage I; Stage II; Stage III,Breast Neoplasms,"Argentina; Australia; Austria; Azerbaijan; Belarus; Belgium; Bosnia and Herzegovina; Brazil; Bulgaria; Canada; Chile; China; Colombia; Costa Rica; Croatia; Czech Republic; Egypt; Finland; France; Georgia; Germany; Greece; Guatemala; Hong Kong, S.A.R., China; Hungary; India; Ireland; Israel; Italy; Japan; Kenya; Latvia; Macedonia; Malaysia; Mexico; Netherlands; Pakistan; Peru; Philippines; Poland; Portugal; Romania; Russia; Serbia; Slovakia; Slovenia; South Africa; South Korea; Spain; Sweden; Switzerland; Taiwan, China; Thailand; Turkey; Uganda; Ukraine; United Kingdom; United States; Vietnam"
"A Phase II Study of Magrolimab Combination Therapy in Patients With Unresectable, Locally Advanced or Metastatic Triple-Negative Breast Cancer",II,Open,Gilead Sciences;,Oncology: Breast; Oncology: Unspecified Solid Tumor,First line; HER2 negative; PD-1 Refractory; PD-L1 Positive; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Neoplasms, Unknown Primary; Triple Negative Breast Neoplasms","Australia; Hong Kong, S.A.R., China; United Kingdom; United States"
Systemic Assessment of CIPN Risk Using Molecular Aging Trajectories,IV,Open,"University of Alabama; Birmingham
University of North Carolina
Sapere Bio",Oncology: Breast; Oncology: Supportive Care,Adjuvant; Neoadjuvant; Neurotoxicity; Stage I; Stage II; Stage III,Breast Neoplasms; Palliative Care; Peripheral Nervous System Diseases,United States
P3 Efficacy Evaluation of Enobosarm in Combo With Abemaciclib Compared to Estrogen Blocking Agent for 2nd Line Treatment of ER+HER2- MBC in Patients Who Have Shown Previous Disease Progression on an Estrogen Blocking Agent Plus Palbociclib.,III,Open,Veru,Oncology: Breast,Estrogen receptor positive; HER2 negative; Second line; Stage IV,Breast Neoplasms,United States
"EMBER-3: A Phase III, Randomized, Open-Label Study of Imlunestrant, Investigator's Choice of Endocrine Therapy, and Imlunestrant Plus Abemaciclib in Patients With Estrogen Receptor Positive, HER2 Negative Locally Advanced or Metastatic Breast Cancer Previously Treated With Endocrine Therapy",III,Open,Eli Lilly,Oncology: Breast,Estrogen receptor positive; HER2 negative; Second line; Stage III; Stage IV,Breast Neoplasms; Neoplasm Metastasis; Neoplasms,"Argentina; Australia; Austria; Belgium; Brazil; China; Czech Republic; France; Germany; Greece; India; Italy; Japan; Mexico; Netherlands; Russia; South Korea; Spain; Taiwan, China; Turkey; Ukraine; United States"
"A Multicenter, Open-label, Phase 2 Study of Intratumoral Vidutolimod (CMP-001) in Combination With Intravenous Cemiplimab in Subjects With Selected Types of Advanced or Metastatic Cancer",II,Open,Regeneron/Checkmate Pharmaceuticals,"Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Neuroendocrine; Oncology: Skin, Squamous Cell Carcinoma (cSCC)",First line; HER2 negative; Merkel; PD-L1 High; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma; Carcinoma, Merkel Cell; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Neoplasm Metastasis; Neoplasms; Neoplasms, Second Primary; Neuroendocrine Tumors; Triple Negative Breast Neoplasms",United States
"Phase III,Single Arm,Open-Label Study Evaluating Ovarian Suppression Following 3 Month Leuprolide Acetate For Injectable Suspension (TOL2506) in Combination With Endocrine Therapy in Premenopausal Subjects With Hormone-Receptor-Positive (HR+),Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Breast Cancer",III,Open,Tolmar Pharmaceuticals,Oncology: Breast,Estrogen receptor positive; HER2 negative; Line of therapy N/A; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,Puerto Rico; United States
"A Double-blind, Phase II Randomized Study of Brain-directed Stereotactic Radiation With or Without AGuIX Gadolinium-based Nanoparticles in the Management of Brain Metastases at Higher Risk of Local Recurrence With Radiation Alone",II,Open,"Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute;
NH TherAguix","Oncology: Breast; Oncology: Colorectal; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer; Oncology: Unspecified Solid Tumor",CNS mets; First line; HER2 positive; Other mets; Stage IV,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Colorectal Neoplasms; Gastrointestinal Neoplasms; Melanoma; Neoplasm Metastasis; Neoplasms, Second Primary; Neoplasms, Unknown Primary; Stomach Carcinoma; Stomach Neoplasms",United States
